item_id	name	classname	invgfx
40724	銅南瓜	0	937
40725	南瓜糖果	0	936
40726	南瓜種子	0	949
40727	聖誕綠襪	0	1209
40728	聖誕紅襪	0	1208
40729	金襪子	0	1551
40730	聖誕卡片	0	464
40731	情人節卡片	0	607
40732	白色情人節卡片	0	617
40733	名譽貨幣	brave.StatusBrave 600 6342	1480
40734	信賴貨幣	hp.UserAddHp 50 80 189	1481
40735	勇氣貨幣	mp.UserAddMp 60 60 190	1483
40736	智慧貨幣	mp.UserMprBlue 600 190	1482
40737	藏寶箱	0	998
40738	銀飛刀	0	1146
40739	飛刀	0	1147
40740	重飛刀	0	1145
40741	奧里哈魯根鍍金骨箭	0	1817
40742	古代之箭	0	96
40743	箭	0	7
40744	銀箭	0	96
40745	黃金箭	0	1816
40746	米索莉箭	0	96
40747	黑色米索莉箭	0	1818
40748	奧里哈魯根箭	0	1817
40749	獵犬之牙	0	1304
40750	破滅之牙	0	1306
40751	鬥犬之牙	0	1307
40752	黃金之牙	0	1312
40753	龍之牙	0	1305
40754	不滅之牙	0	1308
40755	黑暗之牙	0	1302
40756	神之牙	0	1310
40757	鋼鐵之牙	0	1314
40758	勝利之牙	0	1315
40759	寵物祝福盔甲	0	1293
40760	寵物光明盔甲	0	1298
40761	寵物皮盔甲	0	1296
40762	寵物骷髏盔甲	0	1300
40763	寵物鋼鐵盔甲	0	1301
40764	寵物米索莉盔甲	0	1297
40765	寵物十字盔甲	0	1295
40766	寵物鏈甲	0	1294
40778	皮帶	0	264
40779	鋼鐵塊	0	516
40780	死亡首級	0	1969
40781	死亡首級	0	1970
40782	暗影神殿3F鑰匙	teleport.TOI_TeleportAmulet	1969
40783	暗影神殿3F鑰匙	teleport.TOI_TeleportAmulet	1970
40801	指定傳送(黃昏山脈)	teleport.SOR_UserSet false	1814
40802	指定傳送(亞丁城庭園)	teleport.SOR_UserSet false	1814
40803	指定傳送(鏡子森林)	teleport.SOR_UserSet false	1814
40804	指定傳送(巴拉卡斯棲息地)	teleport.SOR_UserSet false	1814
40805	指定傳送(法利昂棲息地)	teleport.SOR_UserSet false	1814
40806	指定傳送(林德拜爾棲息地)	teleport.SOR_UserSet false	1814
40807	指定傳送(海音洞穴3F)	teleport.SOR_UserSet false	1814
40808	指定傳送(海音洞穴4F)	teleport.SOR_UserSet false	1814
40809	指定傳送(火窟)	teleport.SOR_UserSet false	1814
40810	指定傳送(龍之谷入口)	teleport.SOR_UserSet false	1814
40811	指定傳送(沙漠)	teleport.SOR_UserSet false	1814
40812	指定傳送(歐瑞槍兵之地)	teleport.SOR_UserSet false	1814
40813	指定傳送(遠古戰場)	teleport.SOR_UserSet false	1814
40814	指定傳送(食屍地)	teleport.SOR_UserSet false	1814
40815	指定傳送(風木地監1F)	teleport.SOR_UserSet false	1814
40816	指定傳送(風木地監2F)	teleport.SOR_UserSet false	1814
40817	指定傳送(巨蟻洞穴)	teleport.SOR_UserSet false	1814
40818	指定傳送(巨蟻洞穴)	teleport.SOR_UserSet false	1814
40819	指定傳送(巨蟻女皇棲息地)	teleport.SOR_UserSet false	1814
40820	指定傳送(象牙塔 黑魔法研究室)	teleport.SOR_UserSet false	1035
40821	指定傳送(象牙塔 魔物封印室)	teleport.SOR_UserSet	1035
40822	指定傳送(象牙塔 魔物封印室)	teleport.SOR_UserSet false	1035
40823	指定傳送(象牙塔 惡魔封印室)	teleport.SOR_UserSet false	1035
40824	指定傳送(修練洞穴2F)	teleport.SOR_UserSet false	1814
40825	指定傳送(修練洞穴3F)	teleport.SOR_UserSet false	1814
40826	指定傳送(修練洞穴4F)	teleport.SOR_UserSet false	1814
40827	指定傳送(奇岩地監2F)	teleport.SOR_UserSet false	1814
40828	指定傳送(奇岩地監3F)	teleport.SOR_UserSet false	1814
40829	指定傳送(奇岩地監4F)	teleport.SOR_UserSet false	1814
40830	指定傳送(古魯丁地監3F)	teleport.SOR_UserSet false	1814
40831	指定傳送(古魯丁地監4F)	teleport.SOR_UserSet false	1814
40832	指定傳送(古魯丁地監5F)	teleport.SOR_UserSet false	1814
40833	指定傳送(古魯丁地監6F)	teleport.SOR_UserSet	1814
40834	指定傳送(古魯丁地監7F)	teleport.SOR_UserSet false	1814
40835	指定傳送(龍之谷地監1F)	teleport.SOR_UserSet false	1814
40836	指定傳送(龍之谷地監2F)	teleport.SOR_UserSet false	1814
40837	指定傳送(龍之谷地監3F)	teleport.SOR_UserSet false	1814
40838	指定傳送(龍之谷地監4F)	teleport.SOR_UserSet false	1814
40839	指定傳送(龍之谷地監5F)	teleport.SOR_UserSet false	1814
40840	指定傳送(龍之谷地監6F)	teleport.SOR_UserSet	1814
40841	指定傳送(安塔瑞斯棲息地)	teleport.SOR_UserSet false	1814
40842	指定傳送(風木大門前方)	teleport.SOR_UserSet false	1814
40843	指定傳送(風木沙漠)	teleport.SOR_UserSet false	1814
40844	指定傳送(布魯迪卡洞穴)	teleport.SOR_UserSet false	1814
40845	指定傳送(沉默洞穴)	teleport.Sor_City	1814
40846	指定傳送(拉斯塔巴德地下洞穴1F)	teleport.SOR_UserSet false	1814
40847	指定傳送(拉斯塔巴德地下洞穴2F)	teleport.SOR_UserSet false	1814
40848	指定傳送(拉斯塔巴德地下洞穴3F)	teleport.SOR_UserSet false	1814
40849	指定傳送(再生的聖所1F)	teleport.SOR_UserSet false	1814
40850	指定傳送(再生的聖所2F)	teleport.SOR_UserSet false	1814
40851	指定傳送(再生的聖所4F)	teleport.SOR_UserSet false	1814
40852	指定傳送(歐姆地監)	teleport.SOR_UserSet false	1814
40853	大洞穴移動卷軸	teleport.SOR_UserSet false	1814
40854	指定傳送(魔族神殿)	teleport.SOR_UserSet false	1814
40855	指定傳送(精靈墓穴)	teleport.SOR_UserSet false	1814
40856	指定傳送(海賊島)	teleport.SOR_UserSet false	1814
40857	指定傳送(拉斯塔巴德正門)	teleport.SOR_UserSet false	1814
40858	酒	Liquor	82
40859	魔法卷軸 (初級治癒術)	0	6004
40860	魔法卷軸 (日光術)	0	6005
40861	魔法卷軸 (保護罩)	0	6006
40862	魔法卷軸 (光箭)	0	6007
40863	魔法卷軸 (指定傳送)	teleport.Scroll_Move	6008
40864	魔法卷軸 (冰箭)	0	6009
40865	魔法卷軸 (風刃)	0	6010
40866	魔法卷軸 (神聖武器)	0	6011
40867	魔法卷軸 (解毒術)	0	6012
40868	魔法卷軸 (寒冷戰慄)	0	6013
40869	魔法卷軸 (毒咒)	0	6014
40870	魔法卷軸 (擬似魔法武器)	0	6015
40871	魔法卷軸 (無所遁形術)	0	6016
40872	魔法卷軸 (負重強化)	0	6017
40873	魔法卷軸 (火箭)	0	6018
40874	魔法卷軸 (地獄之牙)	0	6019
40875	魔法卷軸 (極光雷電)	0	6020
40876	魔法卷軸 (起死回生術)	0	6021
40877	魔法卷軸 (中級治癒術)	0	6022
40878	魔法卷軸 (闇盲咒術)	0	6023
40879	魔法卷軸 (鎧甲護持)	0	6024
40880	魔法卷軸 (寒冰氣息)	0	6025
40881	魔法卷軸 (能量感測)	0	6026
40883	魔法卷軸 (燃燒的火球)	0	6027
40884	魔法卷軸 (通暢氣脈術)	0	6028
40885	魔法卷軸 (壞物術)	0	6029
40886	魔法卷軸 (吸血鬼之吻)	0	6030
40887	魔法卷軸 (緩速術)	0	6031
40888	魔法卷軸 (岩牢)	0	6032
40889	魔法卷軸 (魔法屏障)	0	6033
40890	魔法卷軸 (冥想術)	0	6034
40891	魔法卷軸 (木乃伊的詛咒)	0	6035
40892	魔法卷軸 (極道落雷)	0	6036
40893	魔法卷軸 (高級治癒術)	0	6037
40894	魔法卷軸 (迷魅術)	0	6038
40895	魔法卷軸 (聖潔之光)	0	6039
40896	魔法卷軸 (冰錐)	0	6040
40899	鋼鐵原石	0	523
40901	結婚戒指(銀)	0	1029
40902	結婚戒指(金)	0	1028
40903	結婚戒指(藍寶石)	Ring	994
40904	結婚戒指(綠寶石)	Ring	1026
40905	結婚戒指(紅寶石)	Ring	1027
40906	結婚戒指(鑽石)	Ring	986
40907	西瑪戒指	Ring	1236
40908	歐林戒指	Ring	1235
40909	土之通行證	0	681
40910	水之通行證	0	683
40911	火之通行證	0	680
40912	風之通行證	0	684
40913	土之印記	0	676
40914	水之印記	0	678
40915	火之印記	0	675
40916	風之印記	0	679
40917	土之支配者	0	686
40918	水之支配者	0	688
40919	火之支配者	0	685
40920	風之支配者	0	689
40921	元素之支配者	0	6225
40922	鼓勵的藥水	0	2368
40923	技術的藥水	0	2369
40924	寶羅拉的藥水	0	2370
40925	淨化藥水	0	2321
40926	一階神秘藥水	Mystical_Ption 50	2310
40927	二階神秘藥水	Mystical_Ption 50	2311
40928	三階神秘藥水	Mystical_Ption 50	2313
40929	四階神秘藥水	Mystical_Ption 50	2315
40930	烤肉	hp.UserAddHp 109 154 197	124
40931	精工的藍寶石	Exquisite_Gem	2293
40932	精工的紅寶石	Exquisite_Gem	2291
40933	精工的綠寶石	Exquisite_Gem	2295
40934	精工的品質藍寶石	Exquisite_Gem	2293
40935	精工的品質紅寶石	Exquisite_Gem	2291
40936	精工的品質綠寶石	Exquisite_Gem	2295
40937	精工的高品質藍寶石	Exquisite_Gem	2293
40938	精工的高品質紅寶石	Exquisite_Gem	2291
40939	精工的高品質綠寶石	Exquisite_Gem	2295
40940	精工的極品藍寶石	Exquisite_Gem	2293
40941	精工的極品紅寶石	Exquisite_Gem	2291
40942	精工的極品綠寶石	Exquisite_Gem	2295
40943	精工的土之鑽	0	2283
40944	精工的水之鑽	0	2285
40945	精工的火之鑽	0	2289
40946	精工的風之鑽	0	2287
40947	精工的品質土之鑽	0	2283
40948	精工的品質水之鑽	0	2285
40949	精工的品質火之鑽	0	2289
40950	精工的品質風之鑽	0	2287
40951	精工的高品質土之鑽	0	2283
40952	精工的高品質水之鑽	0	2285
40953	精工的高品質火之鑽	0	2289
40954	精工的高品質風之鑽	0	2287
40955	精工的極品土之鑽	0	2283
40956	精工的極品水之鑽	0	2285
40957	精工的極品火之鑽	0	2289
40958	精工的極品風之鑽	0	2287
40959	冥法軍王徽印	0	2067
40960	法令軍王徽印	0	2068
40961	魔獸軍王徽印	0	2069
40962	暗殺軍王徽印	0	2070
40964	黑魔法粉	choice.SealReleaseItem	2015
40965	拉斯塔巴德製作武器秘笈	0	1347
40966	真．冥皇製作防具秘笈	0	2429
40967	聖地遺物	0	2167
40968	修行者經典	0	2428
40969	靈魂結晶體	0	2183
40970	安加斯的尾巴	0	2211
40971	安加斯之牙	0	2212
40972	巴薩斯的氣息	0	2210
40973	巴薩斯的翅膀	0	2209
40974	狄高的血	0	2215
40975	狄高的鰭	0	2216
40976	沙	0	2207
40977	染血的沙	0	2208
40978	土之守護者的尾巴	0	2199
40979	水之守護者的尾巴	0	2197
40980	火之守護者的尾巴	0	2198
40981	風之守護者的尾巴	0	2196
40982	土之守護者的皮	0	2206
40983	水之守護者的皮	0	2204
40984	火之守護者的皮	0	2205
40985	風之守護者的皮	0	2203
40986	守護者之牙	0	2202
40987	受詛咒的黑色耳環	0	2319
40988	受詛咒的黑色耳環	0	2319
40989	受詛咒的黑色耳環	0	2319
40990	炎魔的翅膀	0	2186
40991	炎魔雙手劍	0	2193
40992	炎魔的頭	0	2185
40993	炎魔的角	0	2195
40994	炎魔之肉	0	2188
40995	炎魔之指	0	2187
40996	炎魔的心臟	0	2189
40997	炎魔之牙	0	2192
40998	炎魔之肺	0	2190
40999	黑暗妖精士兵的徽章	0	1342
41000	黑暗妖精將軍的徽章	0	1343
41001	守護團獎金箱子	0	998
41002	礦物袋子	0	1531
41003	羅伊的袋子	0	1645
41004	拉布羅的袋子	0	958
41005	復活與永生之誓約書	0	471
41006	拉伯勒的袋子	Lavor_Pouch	958
41007	伊莉絲的命令書：靈魂之安息	extra.ItemUse	1760
41008	伊莉絲的袋子	0	1645
41009	伊莉絲的命令書：同盟之意志	extra.ItemUse	1760
41010	伊莉絲的推薦函	0	2018
41011	封印的歷史書 第1頁	0	2420
41012	封印的歷史書 第2頁	0	2421
41013	封印的歷史書 第3頁	0	2422
41014	封印的歷史書 第4頁	0	2423
41015	封印的歷史書 第5頁	0	2424
41016	封印的歷史書 第6頁	0	2425
41017	封印的歷史書 第7頁	0	2426
41018	封印的歷史書 第8頁	0	2427
41019	拉斯塔巴德歷史書 第1頁	0	2411
41020	拉斯塔巴德歷史書 第2頁	0	2412
41021	拉斯塔巴德歷史書 第3頁	0	2413
41022	拉斯塔巴德歷史書 第4頁	0	2414
41023	拉斯塔巴德歷史書 第5頁	0	2415
41024	拉斯塔巴德歷史書 第6頁	0	2416
41025	拉斯塔巴德歷史書 第7頁	0	2417
41026	拉斯塔巴德歷史書 第8頁	0	2418
41027	完整的拉斯塔巴德歷史書	0	2419
41028	死亡騎士之印記	0	912
41029	召喚球碎片	Summoning_Center	2326
41030	召喚球之核	0	2327
41031	一階段召喚球	0	2329
41032	二階段召喚球	0	2324
41033	三階段召喚球	0	2325
41034	四階段召喚球	0	2323
41035	完整的召喚球	0	2328
41036	膠水	choice.SealReleaseItem	2258
41037	不完整的航海日誌	0	2256
41038	航海日誌第1頁	0	2246
41039	航海日誌第2頁	0	2247
41040	航海日誌第3頁	0	2248
41041	航海日誌第4頁	0	2249
41042	航海日誌第5頁	0	2250
41043	航海日誌第6頁	0	2251
41044	航海日誌第7頁	0	2252
41045	航海日誌第8頁	0	2253
41046	航海日誌第9頁	0	2254
41047	航海日誌第10頁	0	2255
41048	塗著膠水的航海日誌第1頁	Log_Book	2372
41049	塗著膠水的航海日誌第2頁	Log_Book	2373
41050	塗著膠水的航海日誌第3頁	Log_Book	2374
41051	塗著膠水的航海日誌第4頁	Log_Book	2375
41052	塗著膠水的航海日誌第5頁	Log_Book	2376
41053	塗著膠水的航海日誌第6頁	Log_Book	2377
41054	塗著膠水的航海日誌第7頁	Log_Book	2378
41055	塗著膠水的航海日誌第8頁	Log_Book	2379
41056	塗著膠水的航海日誌第9頁	Log_Book1	2380
41057	塗著膠水的航海日誌第10頁	Log_Book1	2381
41058	完整的航海日誌	0	2257
41059	航海士的袋子	0	1644
41060	諾曼阿吐巴的信	extra.ItemUse	2018
41061	妖精調查書：卡麥都達瑪拉	extra.ItemUse	1760
41062	人類調查書：巴庫摩那魯加	extra.ItemUse	1760
41063	精靈調查書：可普都達瑪拉	extra.ItemUse	1760
41064	妖魔調查書：弧鄔牟那魯加	extra.ItemUse	1760
41065	死亡之樹調查書：諾亞阿吐巴	0	1760
41066	污濁的根	0	2120
41067	污濁的樹枝	0	2108
41068	污濁的皮	0	2122
41069	污濁的鬃毛	0	2119
41070	污濁的精靈羽翼	0	2107
41071	銀盤	0	2078
41072	銀燭台	0	2079
41073	強盜鑰匙	0	2105
41074	強盜的袋子	0	2092
41075	污濁的頭髮	0	2112
41076	土核晶	0	2084
41077	水核晶	0	2086
41078	火核晶	0	2091
41079	風核晶	0	2088
41080	精靈核晶	0	2102
41081	妖魔尖牙	0	2123
41082	妖魔尖牙項鍊	0	2124
41083	咒術粉	0	2125
41084	幻覺之粉	0	2117
41085	預言家珍珠	0	2126
41086	樹精的根	0	2118
41087	樹精的樹皮	0	2109
41088	樹精的葉子	0	2111
41089	樹精的樹枝	0	2110
41090	那魯加圖騰	0	2261
41091	都達瑪拉圖騰	0	2263
41092	阿吐巴圖騰	0	2265
41093	夢幻的熊娃娃	0	2435
41094	誘惑的香水	0	2436
41095	漂亮的洋裝	0	2437
41096	華麗的戒指	0	2438
41097	愛瑪伊的心	0	2439
41098	英雄傳記	0	17
41099	時髦的帽子	0	2441
41100	高級紅酒	0	1646
41101	神秘的鑰匙	0	2442
41102	伊森之心	0	2439
41103	石頭塊	0	2459
41104	鐵礦石	0	2461
41105	火山岩	0	2045
41106	瑪依奴的尾巴毛	0	2458
41107	盔甲片	0	2462
41108	鑽石原石	0	2460
41109	瑪依奴夏門的尾巴毛	0	2457
41110	遺物袋	0	1644
41111	破舊的遺物袋	0	2089
41112	舊遺物袋	0	1643
41113	褪色戒指	0	669
41114	染血的手帕	0	2463
41115	染血的文件	0	1042
41116	褪色項鍊	0	1485
41117	破舊的錢包	0	973
41118	染血的匕首	0	1872
41119	遺失的鑰匙	0	671
41120	瑪雅的魔杖	0	1255
41121	火焰之影的契約書	0	1164
41122	火焰之影的契約	0	863
41123	火焰之影的墮落粉	0	990
41124	火焰之影的無力粉	0	990
41125	火焰之影的執著粉	0	990
41126	炎魔的墮落井水	0	991
41127	炎魔的無力井水	0	991
41128	炎魔的執著井水	0	991
41129	炎魔的井水	0	938
41130	炎魔的契約書	0	1164
41131	炎魔的契約	0	863
41132	炎魔的墮落粉	0	991
41133	炎魔的無力粉	0	991
41134	炎魔的執著粉	0	991
41135	火焰之影的墮落井水	0	990
41136	火焰之影的無力井水	0	990
41137	火焰之影的執著井水	0	990
41138	火焰之影的井水	0	938
41139	不起眼的古老項鍊	0	2444
41140	復原的古老項鍊	0	2445
41141	神秘的小魔力藥水	mp.UserAddMp 30 60 190	9051
41142	神秘的大魔力藥水	mp.UserAddMp 60 150 190	9052
41143	海賊骷髏首領變身藥水	Skeleton_Change_Reel	2516
41144	海賊骷髏士兵變身藥水	Skeleton_Change_Reel	2516
41145	海賊骷髏刀手變身藥水	Skeleton_Change_Reel	2516
40220	魔法書 (終極返生術)	0	252
40221	魔法書 (集體緩速術)	0	257
40222	魔法書 (究極光裂術)	0	252
40223	魔法書 (絕對屏障)	0	252
40224	魔法書 (靈魂昇華)	0	252
40225	魔法書(冰雪颶風)	0	257
40226	魔法書(精準目標)	0	252
41154	暗之鱗	Scale	2244
41155	火之鱗	Scale	2244
41156	叛之鱗	Scale	2244
41157	恨之鱗	Scale	2244
41158	瑪雅的水晶球	0	938
41159	神秘的羽毛	0	2518
41160	寵物召喚笛	0	477
41161	黑色耳環	0	2308
41162	黑色耳環	0	2308
41163	黑色耳環	0	2308
41164	神秘的黑色耳環	0	2308
41165	神秘的黑色耳環	0	2308
41166	神秘的黑色耳環	0	2308
41167	鬥士耳環	0	2308
41168	神秘的鬥士耳環	0	2308
41169	灰色鬥士耳環	0	2308
41170	神秘的灰色鬥士耳環	0	2308
41171	白色鬥士耳環	0	2308
41172	神秘的白色鬥士耳環	0	2308
41173	騎士耳環	0	2297
41174	騎士耳環	0	2297
41175	騎士耳環	0	2297
41176	神秘的灰色騎士耳環	0	2306
41177	白色騎士耳環	0	2306
41178	神秘的白色騎士耳環	0	2306
41179	法師耳環	0	2306
41180	神秘的法師耳環	0	2306
41181	灰色法師耳環	0	2306
41182	神秘的灰色法師耳環	0	2306
41183	白色法師耳環	0	2306
41184	神秘的白色法師耳環	0	2306
41185	精緻的風靈戒指(男爵)	0	2307
41186	精緻的風靈戒指(公爵)	0	2307
41187	精緻的風靈戒指(伯爵)	0	2307
41188	精緻的風靈戒指(英雄)	0	2307
41189	精緻的土靈戒指(男爵)	0	2307
41190	精緻的土靈戒指(公爵)	0	2307
41191	精緻的土靈戒指(伯爵)	0	2307
41192	精緻的土靈戒指(英雄)	0	2307
41193	精緻的火靈戒指(男爵)	0	2307
41194	精緻的火靈戒指(公爵)	0	2307
41195	精緻的火靈戒指(伯爵)	0	2307
41196	精緻的火靈戒指(英雄)	0	2307
41197	精緻的水靈戒指(男爵)	0	2307
41198	精緻的水靈戒指(公爵)	0	2307
41199	精緻的水靈戒指(伯爵)	0	2307
41200	精緻的水靈戒指(英雄)	0	2307
41201	騎士之魂	0	2511
41202	妖精之魂	0	2512
41203	王族之魂	0	2513
41204	黑妖之魂	0	2514
41205	法師之魂	0	2515
41206	少了刀刃的武器	0	1542
41207	船員遺體	0	444
41208	微弱的靈魂	Weak_Soul	2183
41209	新春紅包	0	604
41217	變性藥水	TransSexual	3295
41224	巧克力盒	0	3511
41225	巧克力	0	608
41227	更名卡	shop.ResetName	1863
41228	甜甜巧克力A	0	3340
41229	中秋 幸運餅乾	0	128
41230	甜甜巧克力B	0	3341
41231	甜甜巧克力C	0	3342
41232	情人糖果	0	488
41233	七夕禮盒	0	3783
41234	稀有的七夕禮盒	0	3788
41242	妖魔寶物袋	0	973
41243	拉斯塔巴德補給袋	0	1805
41244	拉斯塔巴德補給箱	0	2267
41245	溶解劑	Solvent	2608
41246	魔法結晶體	0	2606
41247	分解槌	0	5216
41251	骷髏聖盃	0	2599
41252	珍奇的烏龜	0	2614
41253	王宮料理師的調味料	0	1792
41254	勝利的徽章	0	2642
41255	料理書：1階段	Cooking_Book	2498
41256	料理書：2階段	Cooking_Book	2499
41257	料理書：3階段	Cooking_Book	2500
41258	料理書：4階段	Cooking_Book	2501
41259	料理書：5階段	Cooking_Book	2502
41260	柴火	Fuel	2489
41261	飯團	Food2	2335
41262	雞肉串燒	Food2	2332
41263	太陽花籽	food 1	949
41264	麵粉	food 1	2493
41265	蜂蜜	0	2488
41266	蕃茄	food 1	2505
41267	起士	food 1	2504
41268	小比薩	Food2	2503
41269	烤玉米	Food2	2487
41271	爆米花	Food2	2494
41272	甜不辣	Food2	2496
41273	鬆餅	Food2	2497
41274	螞蟻腿	food 1	2569
41275	熊肉	food 1	2571
41276	山豬肉	food 1	2574
41277	漂浮之眼肉排	power.Potion	2486
41278	烤熊肉	power.Potion	2572
41279	煎餅	power.Potion	2495
41280	烤螞蟻腿起司	power.Potion	2570
41281	水果沙拉	power.Potion	2484
41282	水果糖醋肉	power.Potion	2485
41283	烤山豬肉串	power.Potion	2573
41284	蘑菇湯	power.Potion	2575
41285	特別的 漂浮之眼肉排	power.Potion	2486
41286	特別的 烤熊肉	power.Potion	2572
41287	特別的 煎餅	power.Potion	2495
41288	特別的 烤螞蟻腿起司	power.Potion	2570
41289	特別的 水果沙拉	power.Potion	2484
41290	特別的 水果糖醋肉	power.Potion	2485
41291	特別的 烤山豬肉串	power.Potion	2573
41292	特別的 蘑菇湯	power.Potion	2575
41293	長釣竿	FishingPole	2619
41294	短釣竿	FishingPole	2619
41295	餌	0	2626
41296	鯛魚	food 1	2629
41297	鮭魚	food 1	2631
41298	鱈魚	Fish	2630
41299	虎斑帶魚	Fish	2632
41300	鮪魚	Fish	2613
41301	發紅光的魚	0	2627
41302	發綠光的魚	0	2633
41303	發藍光的魚	0	2635
41304	發白光的魚	0	2637
41305	破碎的耳環	0	2616
41306	破碎的戒指	0	2618
41307	破碎的項鍊	0	2617
41308	勇者的南瓜袋子	Box_BravePumpkin	943
41309	寵物戰金牌	0	2641
41310	勝利果實	0	2639
41311	驚喜箱	0	2267
41312	占星術師的甕	Box_AstrologyTeacher	2592
41313	占星術師的靈魂球	0	2594
41314	占星術師的符咒	0	2596
41315	聖水	Holy_Water	2474
41316	神聖的米索莉粉	Holy_Powder	2456
41317	拉羅森的推薦書	extra.ItemUse	1760
41318	可恩的便條紙	extra.ItemUse	1760
41319	菊花花束	0	2471
41320	黛西花束	0	2472
41321	玫瑰花束	0	2480
41322	卡拉花束	0	2481
41323	太陽花花束	0	2482
41324	小蒼蘭花束	0	2483
41325	勇士之證	0	2476
41326	勇士之證	0	2476
41327	幽靈之氣息	0	2478
41328	哈蒙的氣息	0	2478
41329	標本製作委託書	extra.ItemUse	465
41330	狩獵螞蟻之證	0	1138
41331	狩獵熊之證	0	1138
41332	狩獵蛇女之證	0	1138
41333	狩獵黑虎之證	0	1138
41334	狩獵鹿之證	0	1138
41335	狩獵哈維之證	0	1138
41336	伊芙洛爾之袋	0	1643
41337	受祝福的五穀麵包	hp.UserAddHp 45 85 197	2558
41338	受祝福的葡萄酒	brave.StatusHaste 1800 191	2559
41339	亡者的信件	0	2553
41340	傭兵團長多文的推薦書	extra.ItemUse	1760
41341	帝倫之教本	0	2557
41342	梅杜莎之血	brave.StatusHaste 1800 191	324
41343	法利昂的血痕	0	2560
41344	水中的水	Water_Essence	2554
41345	酸性液體	0	2556
41346	羅賓孫的便條紙	0	1760
41347	羅賓孫的便條紙	0	1760
41348	羅賓孫的推薦書	0	1760
41349	莎爾之戒	0	2177
41350	羅賓孫之戒	0	2178
41351	月光之氣息	0	2179
41352	神聖獨角獸之角	0	2181
41353	伊娃短劍	0	2169
41354	伊娃的聖水	Holy_WaterEva	2598
41355	波倫的袋子	PorlunBag	2696
41356	波倫的資源清單	extra.ItemUse	313
41357	A 字母鞭炮	extra.ItemUse	2677
41358	B 字母鞭炮	extra.ItemUse	2677
41359	C 字母鞭炮	extra.ItemUse	2677
41360	D 字母鞭炮	extra.ItemUse	2677
41361	E 字母鞭炮	extra.ItemUse	2677
41362	F 字母鞭炮	extra.ItemUse	2677
41363	G 字母鞭炮	extra.ItemUse	2677
41364	H 字母鞭炮	extra.ItemUse	2677
41365	I 字母鞭炮	extra.ItemUse	2677
41366	J 字母鞭炮	extra.ItemUse	2677
41367	K 字母鞭炮	extra.ItemUse	2677
41368	L 字母鞭炮	extra.ItemUse	2677
41369	M 字母鞭炮	extra.ItemUse	2677
41370	N 字母鞭炮	extra.ItemUse	2677
41371	O 字母鞭炮	extra.ItemUse	2677
41372	P 字母鞭炮	extra.ItemUse	2677
41373	Q 字母鞭炮	extra.ItemUse	2677
41374	R 字母鞭炮	extra.ItemUse	2677
41375	S 字母鞭炮	extra.ItemUse	2677
41376	T 字母鞭炮	extra.ItemUse	2677
41377	U 字母鞭炮	extra.ItemUse	2677
41378	V 字母鞭炮	extra.ItemUse	2677
41379	W 字母鞭炮	extra.ItemUse	2677
41380	X 字母鞭炮	extra.ItemUse	2677
41381	Y 字母鞭炮	extra.ItemUse	2677
41382	Z 字母鞭炮	extra.ItemUse	2677
41383	巨大兵蟻標本(家具)	Furniture	2539
41384	熊標本(家具)	Furniture	2540
41385	蛇女標本(家具)	Furniture	2541
41386	黑虎標本(家具)	Furniture	2542
41387	鹿標本(家具)	Furniture	2543
41388	哈維標本(家具)	Furniture	2548
41389	青銅騎士(家具)	Furniture	2544
41390	青銅馬(家具)	Furniture	2545
41391	燭台(家具)	Furniture	2546
41392	茶几(家具)	Furniture	2547
41393	火爐(家具)	Furniture	2549
41394	火把(家具)	Furniture	2550
41395	君主用講台(家具)	Furniture	2567
41396	旗幟(家具)	Furniture	2568
41397	茶几椅子(家具)	Furniture	2584
41398	茶几椅子(家具)	Furniture	2585
41399	屏風(家具)	Furniture	2586
41400	屏風(家具)	Furniture	2587
41401	移除傢俱魔杖	wand.Furniture_Removal_Wand	116
41402	勇者的勳章	0	2867
41403	庫傑的糧食	hp.UserAddHp 250 350 197	2602
41404	庫傑的靈藥	mp.UserAddMp 80 100 190	2604
41405	守護團獎金箱子	0	998
41406	雷奧納的袋子	0	958
41407	雷奧納的袋子	0	958
41408	雷奧納的袋子	0	958
41409	雷奧納的袋子	0	958
41410	雷奧納的袋子	0	958
41411	銀粽子	hp.UserAddHp 5 15 189	1396
41412	金粽子	mp.UserAddMp 5 20 190	1397
41413	月餅	mp.UserAddMp 7 12 190	1159
41414	福月餅	mp.UserAddMp 15 30 190	1160
41415	強化勇氣的藥水	brave.StatusBrave 1800 751	2464
41417	草莓刨冰	hp.UserAddHp 70 80 197	2984
41418	檸檬刨冰	hp.UserAddHp 700 700 189	2985
41419	芒果刨冰	hp.UserAddHp 70 110 197	2988
41420	甜瓜刨冰	hp.UserAddHp 70 110 197	2990
41421	紅豆刨冰	hp.UserAddHp 70 110 197	2991
41422	失去光明的靈魂	0	2183
41423	袋鼠的食物	0	2643
41424	貓熊的食物	0	2644
41425	沉默洞穴指定傳送卷軸	teleport.SOR_UserSet false	474
41426	封印卷軸	Seal_Reel	1687
41427	封印解除卷軸	Seal_Reel_Relieving	1686
41428	太古的玉璽	Ancient_Jade	3277
41429	波若斯圖騰	0	1039
41430	波若斯獎勵:20萬	0	1643
41431	波若斯獎勵:75萬	0	1643
41432	波若斯獎勵:300萬	0	1643
41433	波若斯獎勵:1000萬	0	1643
